Transaction_ID,Year,Season,Category,City,State,Customer_ID,Product_ID,Payment_Mode,MRP,Discount_%,Quantity,Return_Flag,Out_of_Stock,Hour_of_Day,Selling_Price,Revenue,Margin,Discount_Amount,Profit,Profit_Margin_%,Date,Hour_Bin
T2334,2020,Monsoon,Home,Chennai,Maharashtra,C61,P81,COD,24826.3,53,1,0,0,0,11668.36,11668.36,13157.94,13157.938999999998,0.0,0.0,2020-09-15,Night
T2335,2019,Summer,Fashion,Kolkata,Tamil Nadu,C1374,P13,Debit Card,34907.79,60,2,1,0,18,13963.12,27926.24,41889.34,20944.674000000003,13963.12,50.0,2019-06-15,Afternoon
T2336,2020,Monsoon,Fashion,Chennai,Tamil Nadu,C1923,P473,Credit Card,791.94,38,2,0,0,3,491.0,982.0,601.8800000000001,300.9372,491.0,50.0,2020-09-15,Night
T2337,2022,Winter,Grocery,Bangalore,Maharashtra,C1279,P380,COD,31945.86,34,1,0,0,16,21084.27,21084.27,10861.59,10861.5924,0.0,0.0,2022-12-15,Afternoon
T2338,2022,Monsoon,Fashion,Bangalore,Karnataka,C1395,P33,UPI,27171.22,31,4,0,0,18,18748.14,74992.56,33692.32000000001,8423.0782,56244.42,75.0,2022-09-15,Afternoon
T2339,2023,Winter,Electronics,Pune,Karnataka,C1319,P205,Debit Card,11170.25,55,4,0,0,3,5026.61,20106.44,24574.56,6143.6375,15079.829999999998,75.0,2023-12-15,Night
T2340,2022,Monsoon,Beauty,Chennai,Telangana,C1982,P434,Debit Card,37698.46,13,1,0,0,14,32797.66,32797.66,4900.799999999996,4900.7998,0.0,0.0,2022-09-15,Afternoon
T2341,2021,Summer,Home,Chennai,Karnataka,C1068,P37,COD,15312.36,24,1,0,0,6,11637.39,11637.39,3674.970000000001,3674.9664000000002,0.0,0.0,2021-06-15,Night
T2342,2019,Monsoon,Mobiles,Hyderabad,West Bengal,C557,P158,COD,13987.67,51,3,1,0,19,6853.96,20561.88,21401.13,7133.711700000001,13707.920000000002,66.66666666666667,2019-09-15,Evening
T2343,2023,Summer,Fashion,Kolkata,West Bengal,C1137,P203,Wallet,23666.67,23,1,0,0,16,18223.34,18223.34,5443.329999999998,5443.334099999999,0.0,0.0,2023-06-15,Afternoon
T2344,2021,Summer,Fashion,Kolkata,Delhi,C76,P188,Wallet,33872.25,16,1,0,0,21,28452.69,28452.69,5419.560000000001,5419.56,0.0,0.0,2021-06-15,Evening
T2345,2020,Winter,Mobiles,Kolkata,Delhi,C116,P68,UPI,46456.53,9,4,0,0,8,42275.44,169101.76,16724.359999999986,4181.0877,126826.32,75.0,2020-12-15,Morning
T2346,2019,Summer,Mobiles,Kolkata,Delhi,C251,P500,Debit Card,7239.59,29,3,0,0,6,5140.11,15420.329999999998,6298.440000000001,2099.4811,10280.219999999998,66.66666666666666,2019-06-15,Night
T2347,2022,Festive,Electronics,Delhi,West Bengal,C814,P173,Credit Card,19944.11,35,3,0,0,3,12963.67,38891.01,20941.32,6980.4385,25927.340000000004,66.66666666666667,2022-11-15,Night
T2348,2019,Festive,Home,Delhi,Telangana,C1182,P233,Credit Card,3536.08,50,4,0,0,16,1768.04,7072.16,7072.16,1768.04,5304.12,75.0,2019-11-15,Afternoon
T2349,2020,Festive,Fashion,Mumbai,Telangana,C145,P322,Debit Card,37975.83,38,4,0,0,14,23545.01,94180.04,57723.28000000001,14430.8154,70635.03,75.0,2020-11-15,Afternoon
T2350,2023,Winter,Beauty,Chennai,Karnataka,C935,P14,UPI,22497.1,45,2,0,0,22,12373.4,24746.8,20247.4,10123.695,12373.4,50.0,2023-12-15,Evening
T2351,2023,Festive,Electronics,Chennai,Telangana,C997,P220,Wallet,35405.07,42,3,0,0,8,20534.94,61604.81999999999,44610.39,14870.1294,41069.87999999999,66.66666666666666,2023-11-15,Morning
T2352,2023,Winter,Electronics,Chennai,Delhi,C1412,P226,Wallet,16245.28,50,1,1,0,15,8122.64,8122.64,8122.64,8122.64,0.0,0.0,2023-12-15,Afternoon
T2353,2022,Winter,Beauty,Chennai,Maharashtra,C1302,P219,Wallet,42247.0,31,3,0,0,5,29150.43,87451.29000000001,39289.71,13096.57,58300.86000000001,66.66666666666667,2022-12-15,Night
T2354,2021,Festive,Beauty,Kolkata,Delhi,C1614,P414,Credit Card,26834.44,47,2,0,0,16,14222.25,28444.5,25224.38,12612.1868,14222.25,50.0,2021-11-15,Afternoon
T2355,2021,Summer,Grocery,Kolkata,West Bengal,C1314,P313,Credit Card,47191.67,49,1,0,0,6,24067.75,24067.75,23123.92,23123.9183,0.0,0.0,2021-06-15,Night
T2356,2019,Monsoon,Beauty,Delhi,Maharashtra,C1476,P20,UPI,4124.97,22,2,0,0,16,3217.48,6434.96,1814.9800000000005,907.4934000000001,3217.48,50.0,2019-09-15,Afternoon
T2357,2022,Winter,Mobiles,Bangalore,Maharashtra,C814,P100,Credit Card,25810.99,36,4,1,0,13,16519.03,66076.12,37167.84000000001,9291.956400000001,49557.09,75.0,2022-12-15,Afternoon
T2358,2023,Festive,Fashion,Hyderabad,Karnataka,C1701,P42,COD,38369.47,6,2,1,0,14,36067.3,72134.6,4604.3399999999965,2302.1682,36067.3,50.0,2023-11-15,Afternoon
T2359,2023,Winter,Grocery,Kolkata,Tamil Nadu,C870,P148,Credit Card,30087.6,45,4,0,0,19,16548.18,66192.72,54157.67999999999,13539.42,49644.54,75.0,2023-12-15,Evening
T2360,2020,Summer,Mobiles,Kolkata,Maharashtra,C1758,P390,Wallet,1355.07,24,2,0,0,20,1029.85,2059.7,650.44,325.2168,1029.85,50.0,2020-06-15,Evening
T2361,2020,Summer,Grocery,Pune,Telangana,C1364,P357,UPI,48622.47,62,4,0,0,17,18476.54,73906.16,120583.72,30145.9314,55429.62,75.0,2020-06-15,Afternoon
T2362,2023,Festive,Fashion,Kolkata,Telangana,C367,P407,Debit Card,15053.53,42,3,1,0,18,8731.05,26193.15,18967.44,6322.4826,17462.100000000002,66.66666666666667,2023-11-15,Afternoon
T2363,2023,Winter,Grocery,Bangalore,West Bengal,C990,P12,Debit Card,12614.04,5,4,0,0,17,11983.34,47933.36,2522.800000000003,630.702,35950.020000000004,75.00000000000001,2023-12-15,Afternoon
T2364,2022,Monsoon,Mobiles,Bangalore,Delhi,C1764,P293,UPI,24385.86,58,3,0,0,13,10242.06,30726.18,42431.4,14143.7988,20484.120000000003,66.66666666666667,2022-09-15,Afternoon
T2365,2021,Monsoon,Home,Delhi,Delhi,C1469,P40,COD,27199.47,18,4,0,0,19,22303.57,89214.28,19583.60000000001,4895.9046,66910.70999999999,74.99999999999999,2021-09-15,Evening
T2366,2020,Winter,Fashion,Kolkata,Maharashtra,C1793,P434,Debit Card,38361.15,29,2,0,0,22,27236.42,54472.84,22249.460000000006,11124.7335,27236.42,50.0,2020-12-15,Evening
T2367,2021,Winter,Electronics,Pune,Telangana,C1997,P247,Wallet,19785.03,13,2,0,1,4,17212.98,34425.96,5144.099999999999,2572.0539,17212.98,50.0,2021-12-15,Night
T2368,2022,Winter,Fashion,Hyderabad,Maharashtra,C314,P72,Debit Card,22110.03,65,2,0,0,6,7738.51,15477.02,28743.04,14371.5195,7738.51,50.0,2022-12-15,Night
T2369,2023,Festive,Fashion,Chennai,West Bengal,C1259,P77,Debit Card,26841.0,56,4,0,0,11,11810.04,47240.16,60123.84,15030.96,35430.12,75.0,2023-11-15,Morning
T2370,2021,Summer,Fashion,Kolkata,Maharashtra,C723,P106,Wallet,19840.48,12,4,0,0,16,17459.62,69838.48,9523.440000000002,2380.8576000000003,52378.86,75.0,2021-06-15,Afternoon
T2371,2023,Monsoon,Home,Delhi,Karnataka,C1135,P268,Credit Card,45744.49,20,2,0,0,18,36595.59,73191.18,18297.800000000003,9148.898,36595.59,50.0,2023-09-15,Afternoon
T2372,2023,Festive,Mobiles,Delhi,Delhi,C1067,P271,COD,42592.35,12,3,0,1,15,37481.27,112443.81,15333.240000000003,5111.081999999999,74962.54000000001,66.66666666666667,2023-11-15,Afternoon
T2373,2019,Winter,Electronics,Hyderabad,Maharashtra,C824,P306,Wallet,22857.69,27,4,0,0,1,16686.11,66744.44,24686.319999999992,6171.5763,50058.33,75.0,2019-12-15,Night
T2374,2021,Winter,Mobiles,Pune,Telangana,C215,P334,Wallet,209.7,38,3,0,0,11,130.01,390.03,239.07,79.68599999999999,260.02,66.66666666666666,2021-12-15,Morning
T2375,2021,Summer,Grocery,Mumbai,Tamil Nadu,C1772,P376,UPI,45066.54,22,4,0,0,16,35151.9,140607.6,39658.56,9914.6388,105455.70000000001,75.0,2021-06-15,Afternoon
T2376,2023,Winter,Grocery,Delhi,West Bengal,C246,P343,COD,6391.96,48,2,0,0,20,3323.82,6647.64,6136.28,3068.1408,3323.82,50.0,2023-12-15,Evening
T2377,2022,Festive,Grocery,Bangalore,Maharashtra,C1105,P382,Credit Card,12376.72,19,3,0,0,2,10025.14,30075.42,7054.74,2351.5768,20050.28,66.66666666666666,2022-11-15,Night
T2378,2019,Festive,Mobiles,Bangalore,Delhi,C1951,P477,Wallet,7787.59,19,1,0,0,7,6307.95,6307.95,1479.6400000000003,1479.6421,0.0,0.0,2019-11-15,Morning
T2379,2023,Summer,Beauty,Chennai,Delhi,C1978,P188,Credit Card,9154.82,27,4,1,0,4,6683.02,26732.08,9887.199999999995,2471.8014,20049.06,75.0,2023-06-15,Night
T2380,2020,Festive,Home,Delhi,Karnataka,C1405,P498,Wallet,40183.3,69,3,0,0,20,12456.82,37370.46,83179.44,27726.477000000003,24913.64,66.66666666666666,2020-11-15,Evening
T2381,2020,Monsoon,Beauty,Pune,Delhi,C1692,P237,Wallet,29059.17,36,2,0,0,22,18597.87,37195.74,20922.6,10461.301199999998,18597.87,50.0,2020-09-15,Evening
T2382,2019,Festive,Grocery,Chennai,West Bengal,C1005,P65,UPI,47813.54,36,3,0,0,23,30600.67,91802.01,51638.61000000001,17212.8744,61201.34,66.66666666666666,2019-11-15,Evening
T2383,2022,Festive,Home,Delhi,Telangana,C1551,P466,Debit Card,11726.38,37,1,0,1,16,7387.62,7387.62,4338.759999999999,4338.7606,0.0,0.0,2022-11-15,Afternoon
T2384,2023,Festive,Mobiles,Hyderabad,Telangana,C1840,P440,COD,24384.62,47,1,0,1,20,12923.85,12923.85,11460.77,11460.7714,0.0,0.0,2023-11-15,Evening
T2385,2021,Monsoon,Grocery,Kolkata,Telangana,C232,P155,UPI,48875.93,17,3,0,0,13,40567.02,121701.06,24926.73000000001,8308.9081,81134.04000000001,66.66666666666667,2021-09-15,Afternoon
T2386,2019,Winter,Mobiles,Pune,Tamil Nadu,C1472,P439,Credit Card,41356.89,13,1,0,0,22,35980.49,35980.49,5376.4000000000015,5376.395699999999,0.0,0.0,2019-12-15,Evening
T2387,2022,Festive,Home,Delhi,Tamil Nadu,C76,P220,Wallet,36485.06,66,4,0,0,13,12404.92,49619.68,96320.56,24080.1396,37214.76,75.0,2022-11-15,Afternoon
T2388,2021,Summer,Mobiles,Pune,Delhi,C592,P382,Wallet,9610.97,61,1,0,0,3,3748.28,3748.28,5862.689999999999,5862.691699999999,0.0,0.0,2021-06-15,Night
T2389,2020,Monsoon,Mobiles,Mumbai,Maharashtra,C259,P406,COD,38516.39,52,3,0,0,14,18487.87,55463.61,60085.56,20028.5228,36975.740000000005,66.66666666666667,2020-09-15,Afternoon
T2390,2020,Summer,Electronics,Pune,Tamil Nadu,C848,P439,UPI,17508.74,47,3,0,0,1,9279.63,27838.89,24687.33000000001,8229.1078,18559.260000000002,66.66666666666667,2020-06-15,Night
T2391,2021,Festive,Beauty,Pune,Maharashtra,C1994,P308,UPI,26620.74,36,4,0,0,20,17037.27,68149.08,38333.880000000005,9583.4664,51111.81,75.0,2021-11-15,Evening
T2392,2019,Summer,Beauty,Bangalore,Maharashtra,C1800,P355,Credit Card,30536.23,64,4,0,0,3,10993.04,43972.16,78172.76,19543.1872,32979.12,75.0,2019-06-15,Night
T2393,2020,Festive,Beauty,Hyderabad,Tamil Nadu,C1228,P326,UPI,30546.31,5,3,0,0,16,29018.99,87056.97,4581.959999999999,1527.3155000000002,58037.979999999996,66.66666666666666,2020-11-15,Afternoon
T2394,2023,Monsoon,Fashion,Kolkata,Karnataka,C353,P294,UPI,36380.87,61,2,0,0,22,14188.54,28377.08,44384.66,22192.330700000002,14188.54,50.0,2023-09-15,Evening
T2395,2021,Summer,Electronics,Kolkata,Tamil Nadu,C1112,P87,Debit Card,33152.76,65,4,0,0,2,11603.47,46413.88,86197.16,21549.293999999998,34810.409999999996,75.0,2021-06-15,Night
T2396,2021,Summer,Grocery,Bangalore,Maharashtra,C478,P295,COD,3604.87,12,2,0,0,21,3172.29,6344.58,865.1599999999999,432.5844,3172.29,50.0,2021-06-15,Evening
T2397,2020,Festive,Grocery,Pune,Maharashtra,C1899,P273,UPI,22975.88,11,1,0,0,20,20448.53,20448.53,2527.350000000002,2527.3468000000003,0.0,0.0,2020-11-15,Evening
T2398,2019,Festive,Grocery,Kolkata,Maharashtra,C116,P388,Credit Card,33268.28,41,1,0,0,15,19628.29,19628.29,13639.989999999998,13639.9948,0.0,0.0,2019-11-15,Afternoon
T2399,2023,Winter,Beauty,Chennai,Maharashtra,C943,P494,Wallet,14940.45,46,4,0,0,11,8067.84,32271.36,27490.44,6872.607000000001,24203.52,75.0,2023-12-15,Morning
T2400,2019,Festive,Beauty,Hyderabad,Delhi,C1926,P25,UPI,15790.22,36,4,1,0,19,10105.74,40422.96,22737.92,5684.479199999999,30317.22,75.0,2019-11-15,Evening
T2401,2022,Festive,Electronics,Mumbai,Telangana,C393,P422,UPI,6403.46,21,3,1,1,2,5058.73,15176.19,4034.1900000000014,1344.7266,10117.460000000001,66.66666666666667,2022-11-15,Night
T2402,2022,Winter,Mobiles,Bangalore,Karnataka,C1888,P297,Wallet,21047.03,32,1,0,0,4,14311.98,14311.98,6735.049999999999,6735.049599999999,0.0,0.0,2022-12-15,Night
T2403,2020,Festive,Beauty,Delhi,Delhi,C1110,P363,Debit Card,49344.16,52,4,0,0,15,23685.2,94740.8,102635.84,25658.963200000002,71055.6,75.0,2020-11-15,Afternoon
T2404,2020,Festive,Grocery,Delhi,Telangana,C1294,P460,COD,14408.9,58,3,0,0,6,6051.74,18155.22,25071.48,8357.162,12103.480000000001,66.66666666666667,2020-11-15,Night
T2405,2020,Winter,Mobiles,Delhi,Karnataka,C469,P129,Debit Card,26665.56,46,2,0,0,19,14399.4,28798.8,24532.320000000003,12266.1576,14399.4,50.0,2020-12-15,Evening
T2406,2022,Monsoon,Beauty,Hyderabad,Maharashtra,C1899,P145,Credit Card,37213.22,40,3,0,0,15,22327.93,66983.79000000001,44655.87,14885.288,44655.86000000001,66.66666666666667,2022-09-15,Afternoon
T2407,2019,Monsoon,Home,Mumbai,Karnataka,C1785,P188,UPI,872.16,35,1,0,0,16,566.9,566.9,305.26,305.256,0.0,0.0,2019-09-15,Afternoon
T2408,2019,Festive,Fashion,Kolkata,Karnataka,C1961,P95,Debit Card,45041.89,69,3,0,0,1,13962.99,41888.97,93236.7,31078.9041,27925.980000000003,66.66666666666667,2019-11-15,Night
T2409,2020,Festive,Beauty,Mumbai,Maharashtra,C1760,P79,COD,19450.2,7,3,0,0,11,18088.69,54266.06999999999,4084.530000000006,1361.514,36177.37999999999,66.66666666666666,2020-11-15,Morning
T2410,2023,Winter,Home,Mumbai,Maharashtra,C1237,P92,Credit Card,43481.98,17,4,0,0,12,36090.04,144360.16,29567.76000000001,7391.9366,108270.12,75.0,2023-12-15,Morning
T2411,2019,Winter,Electronics,Bangalore,Maharashtra,C1435,P43,Debit Card,2139.59,35,3,1,0,4,1390.73,4172.1900000000005,2246.5800000000004,748.8565000000001,2781.4600000000005,66.66666666666667,2019-12-15,Night
T2412,2022,Monsoon,Home,Hyderabad,Karnataka,C1324,P308,UPI,7454.04,33,1,0,0,15,4994.21,4994.21,2459.83,2459.8332,0.0,0.0,2022-09-15,Afternoon
T2413,2021,Summer,Electronics,Delhi,West Bengal,C797,P290,COD,16261.97,61,3,0,0,7,6342.17,19026.51,29759.4,9919.8017,12684.339999999998,66.66666666666666,2021-06-15,Morning
T2414,2021,Festive,Beauty,Bangalore,Karnataka,C120,P459,UPI,17404.0,37,3,0,0,23,10964.52,32893.56,19318.44,6439.48,21929.039999999997,66.66666666666666,2021-11-15,Evening
T2415,2021,Summer,Electronics,Kolkata,Maharashtra,C1319,P101,UPI,42420.15,57,1,0,0,13,18240.66,18240.66,24179.49,24179.485500000003,0.0,0.0,2021-06-15,Afternoon
T2416,2023,Summer,Home,Mumbai,Karnataka,C1337,P260,Credit Card,757.82,14,2,0,0,7,651.73,1303.46,212.1800000000001,106.09480000000002,651.73,50.0,2023-06-15,Morning
T2417,2020,Winter,Fashion,Pune,Maharashtra,C1608,P104,COD,32127.37,67,2,1,0,17,10602.03,21204.06,43050.67999999999,21525.3379,10602.03,50.0,2020-12-15,Afternoon
T2418,2022,Festive,Mobiles,Delhi,Maharashtra,C1567,P12,Wallet,6739.36,69,1,0,0,19,2089.2,2089.2,4650.16,4650.158399999999,0.0,0.0,2022-11-15,Evening
T2419,2023,Festive,Mobiles,Hyderabad,Maharashtra,C1681,P70,UPI,41196.14,6,2,0,0,11,38724.37,77448.74,4943.539999999994,2471.7684,38724.37,50.0,2023-11-15,Morning
T2420,2022,Winter,Fashion,Chennai,Maharashtra,C292,P311,COD,38972.95,6,3,0,0,10,36634.57,109903.71,7015.139999999992,2338.377,73269.14000000001,66.66666666666667,2022-12-15,Morning
T2421,2022,Summer,Grocery,Mumbai,Maharashtra,C781,P174,UPI,25096.07,41,4,0,0,15,14806.68,59226.72,41157.56,10289.3887,44420.04,75.0,2022-06-15,Afternoon
T2422,2020,Winter,Mobiles,Mumbai,West Bengal,C1666,P396,Debit Card,10791.82,6,1,0,0,21,10144.31,10144.31,647.5100000000002,647.5092,0.0,0.0,2020-12-15,Evening
T2423,2021,Monsoon,Beauty,Mumbai,Telangana,C230,P480,Debit Card,31797.87,65,3,0,0,14,11129.25,33387.75,62005.86,20668.6155,22258.5,66.66666666666666,2021-09-15,Afternoon
T2424,2020,Festive,Grocery,Mumbai,Karnataka,C740,P122,COD,7981.66,44,4,0,0,12,4469.73,17878.92,14047.72,3511.9303999999997,13409.189999999999,75.0,2020-11-15,Morning
T2425,2023,Monsoon,Beauty,Delhi,Delhi,C1013,P110,Credit Card,9663.18,67,3,0,0,21,3188.85,9566.55,19422.99,6474.3306,6377.699999999999,66.66666666666666,2023-09-15,Evening
T2426,2023,Winter,Home,Hyderabad,Maharashtra,C92,P247,Wallet,31409.16,29,1,0,0,20,22300.5,22300.5,9108.66,9108.6564,0.0,0.0,2023-12-15,Evening
T2427,2023,Festive,Home,Bangalore,West Bengal,C865,P311,Debit Card,49563.18,42,3,1,0,17,28746.64,86239.92,62449.62,20816.5356,57493.28,66.66666666666666,2023-11-15,Afternoon
T2428,2020,Monsoon,Grocery,Delhi,Delhi,C1973,P424,Credit Card,44574.83,41,1,0,0,23,26299.15,26299.15,18275.68,18275.6803,0.0,0.0,2020-09-15,Evening
T2429,2022,Monsoon,Grocery,Hyderabad,Maharashtra,C1468,P227,Wallet,29736.75,31,3,0,0,0,20518.36,61555.08,27655.17,9218.3925,41036.72,66.66666666666666,2022-09-15,Night
T2430,2022,Summer,Grocery,Bangalore,Telangana,C373,P21,Debit Card,27019.13,54,4,0,0,0,12428.8,49715.2,58361.32000000001,14590.3302,37286.399999999994,74.99999999999999,2022-06-15,Night
T2431,2019,Festive,Grocery,Mumbai,Karnataka,C1663,P301,Wallet,49919.57,38,4,0,0,0,30950.13,123800.52,75877.76,18969.4366,92850.39,75.0,2019-11-15,Night
T2432,2023,Monsoon,Electronics,Hyderabad,Maharashtra,C1699,P138,UPI,27460.38,48,4,0,0,8,14279.4,57117.6,52723.920000000006,13180.9824,42838.2,75.0,2023-09-15,Morning
T2433,2022,Monsoon,Grocery,Mumbai,West Bengal,C1876,P429,COD,21121.8,8,2,0,0,20,19432.06,38864.12,3379.479999999996,1689.744,19432.06,50.0,2022-09-15,Evening
T2434,2019,Summer,Grocery,Pune,Maharashtra,C537,P306,Debit Card,45495.87,56,3,0,0,13,20018.18,60054.54,76433.07,25477.6872,40036.36,66.66666666666666,2019-06-15,Afternoon
T2435,2022,Monsoon,Home,Hyderabad,Maharashtra,C1897,P346,Debit Card,11862.38,59,3,0,0,17,4863.58,14590.74,20996.4,6998.8042,9727.16,66.66666666666666,2022-09-15,Afternoon
T2436,2023,Monsoon,Beauty,Kolkata,Maharashtra,C837,P250,UPI,5056.79,16,4,0,0,0,4247.7,16990.8,3236.3600000000006,809.0864,12743.099999999999,75.0,2023-09-15,Night
T2437,2021,Monsoon,Home,Chennai,West Bengal,C476,P186,Debit Card,31777.68,18,1,0,0,19,26057.7,26057.7,5719.98,5719.9824,0.0,0.0,2021-09-15,Evening
T2438,2023,Summer,Mobiles,Mumbai,Maharashtra,C1465,P365,Debit Card,4973.31,39,2,0,0,10,3033.72,6067.44,3879.180000000001,1939.5909000000001,3033.72,50.0,2023-06-15,Morning
T2439,2020,Monsoon,Electronics,Mumbai,Delhi,C153,P349,Debit Card,18782.8,10,3,0,0,1,16904.52,50713.56,5634.8399999999965,1878.28,33809.03999999999,66.66666666666666,2020-09-15,Night
T2440,2022,Monsoon,Electronics,Mumbai,Telangana,C401,P315,Debit Card,21294.15,51,3,0,0,18,10434.13,31302.39,32580.060000000005,10860.016500000002,20868.260000000002,66.66666666666667,2022-09-15,Afternoon
T2441,2022,Festive,Beauty,Kolkata,Karnataka,C120,P307,Debit Card,27467.4,27,2,0,0,1,20051.2,40102.4,14832.4,7416.198,20051.2,50.0,2022-11-15,Night
T2442,2020,Festive,Grocery,Delhi,Telangana,C237,P106,Credit Card,49584.65,69,2,0,0,23,15371.24,30742.48,68426.82,34213.4085,15371.24,50.0,2020-11-15,Evening
T2443,2020,Summer,Home,Bangalore,Maharashtra,C99,P17,Debit Card,11204.89,63,4,0,0,18,4145.81,16583.24,28236.32,7059.0806999999995,12437.43,75.0,2020-06-15,Afternoon
T2444,2021,Winter,Mobiles,Mumbai,Maharashtra,C1695,P452,UPI,18912.67,13,2,0,0,1,16454.02,32908.04,4917.299999999996,2458.6470999999997,16454.02,50.0,2021-12-15,Night
T2445,2022,Festive,Home,Mumbai,Telangana,C1566,P434,Debit Card,6785.56,62,4,0,0,5,2578.51,10314.04,16828.2,4207.0472,7735.530000000001,75.0,2022-11-15,Night
T2446,2022,Summer,Grocery,Delhi,Delhi,C1466,P75,Wallet,30459.15,52,2,0,0,22,14620.39,29240.78,31677.520000000004,15838.758,14620.39,50.0,2022-06-15,Evening
T2447,2021,Monsoon,Grocery,Delhi,Tamil Nadu,C1531,P70,Wallet,36438.12,67,2,0,0,14,12024.58,24049.16,48827.08,24413.5404,12024.58,50.0,2021-09-15,Afternoon
T2448,2019,Monsoon,Fashion,Chennai,Maharashtra,C1363,P481,UPI,24207.43,13,3,0,0,10,21060.46,63181.38,9440.910000000003,3146.9659,42120.92,66.66666666666666,2019-09-15,Morning
T2449,2021,Summer,Home,Hyderabad,Tamil Nadu,C1510,P500,Credit Card,12442.4,48,4,1,0,15,6470.05,25880.2,23889.4,5972.352,19410.15,75.0,2021-06-15,Afternoon
T2450,2023,Monsoon,Beauty,Mumbai,Karnataka,C454,P333,UPI,31120.24,50,2,0,0,19,15560.12,31120.24,31120.24,15560.12,15560.12,50.0,2023-09-15,Evening
T2451,2022,Monsoon,Home,Hyderabad,Karnataka,C1557,P451,Credit Card,27050.05,19,2,0,0,20,21910.54,43821.08,10279.019999999997,5139.5095,21910.54,50.0,2022-09-15,Evening
T2452,2020,Winter,Electronics,Pune,Telangana,C1529,P225,COD,8725.05,57,3,0,0,21,3751.77,11255.31,14919.839999999997,4973.278499999999,7503.539999999999,66.66666666666666,2020-12-15,Evening
T2453,2023,Monsoon,Mobiles,Delhi,Karnataka,C930,P269,Wallet,20402.96,52,1,0,0,2,9793.42,9793.42,10609.54,10609.5392,0.0,0.0,2023-09-15,Night
T2454,2022,Festive,Beauty,Delhi,Maharashtra,C193,P358,Wallet,21872.82,46,3,0,0,2,11811.32,35433.96,30184.5,10061.4972,23622.64,66.66666666666666,2022-11-15,Night
T2455,2021,Monsoon,Fashion,Chennai,West Bengal,C607,P293,Wallet,49134.36,21,4,0,0,18,38816.14,155264.56,41272.880000000005,10318.215600000001,116448.42,75.0,2021-09-15,Afternoon
T2456,2023,Summer,Mobiles,Bangalore,Delhi,C1394,P106,Credit Card,42494.43,39,1,0,0,20,25921.6,25921.6,16572.83,16572.8277,0.0,0.0,2023-06-15,Evening
T2457,2022,Winter,Mobiles,Kolkata,Maharashtra,C798,P316,UPI,36771.67,35,2,0,0,10,23901.59,47803.18,25740.16,12870.084499999999,23901.59,50.0,2022-12-15,Morning
T2458,2019,Monsoon,Electronics,Kolkata,Maharashtra,C1473,P267,Credit Card,44461.1,8,4,0,0,5,40904.21,163616.84,14227.559999999998,3556.888,122712.63,75.0,2019-09-15,Night
T2459,2019,Summer,Electronics,Kolkata,Telangana,C69,P26,Wallet,36827.12,52,1,0,0,8,17677.02,17677.02,19150.1,19150.102400000003,0.0,0.0,2019-06-15,Morning
T2460,2020,Festive,Electronics,Delhi,Maharashtra,C1436,P260,Wallet,45189.41,18,4,0,0,4,37055.32,148221.28,32536.36000000001,8134.0938000000015,111165.95999999999,75.0,2020-11-15,Night
T2461,2022,Monsoon,Beauty,Mumbai,Telangana,C203,P40,Wallet,2916.75,29,3,0,0,23,2070.89,6212.67,2537.5800000000004,845.8575,4141.780000000001,66.66666666666667,2022-09-15,Evening
T2462,2019,Winter,Home,Chennai,Karnataka,C755,P464,Wallet,22912.1,50,1,0,0,6,11456.05,11456.05,11456.05,11456.05,0.0,0.0,2019-12-15,Night
T2463,2021,Monsoon,Mobiles,Bangalore,Karnataka,C1257,P93,COD,37395.54,52,1,0,0,19,17949.86,17949.86,19445.68,19445.680800000002,0.0,0.0,2021-09-15,Evening
T2464,2022,Summer,Home,Pune,West Bengal,C342,P105,Wallet,29248.13,44,1,0,0,0,16378.95,16378.95,12869.18,12869.1772,0.0,0.0,2022-06-15,Night
T2465,2021,Winter,Home,Kolkata,West Bengal,C754,P39,Credit Card,8923.27,54,2,0,0,2,4104.7,8209.4,9637.14,4818.5658,4104.7,50.0,2021-12-15,Night
T2466,2021,Monsoon,Electronics,Chennai,Delhi,C1655,P292,Wallet,17156.51,11,3,0,0,10,15269.29,45807.87,5661.659999999993,1887.2160999999999,30538.58,66.66666666666666,2021-09-15,Morning
T2467,2019,Festive,Home,Delhi,Maharashtra,C958,P255,Debit Card,16025.16,64,1,0,0,20,5769.06,5769.06,10256.1,10256.1024,0.0,0.0,2019-11-15,Evening
T2468,2022,Winter,Mobiles,Kolkata,Maharashtra,C1880,P479,COD,13215.08,39,4,0,0,9,8061.2,32244.8,20615.52,5153.8812,24183.6,75.0,2022-12-15,Morning
T2469,2023,Festive,Mobiles,Bangalore,West Bengal,C1545,P151,Wallet,17288.15,67,2,0,0,12,5705.09,11410.18,23166.120000000003,11583.0605,5705.09,50.0,2023-11-15,Morning
T2470,2019,Summer,Grocery,Pune,Delhi,C998,P111,Debit Card,25839.69,24,3,0,0,2,19638.16,58914.48,18604.59,6201.525599999999,39276.32000000001,66.66666666666667,2019-06-15,Night
T2471,2019,Monsoon,Fashion,Hyderabad,Tamil Nadu,C513,P92,Credit Card,42772.48,20,3,0,0,10,34217.98,102653.94,25663.5,8554.496000000001,68435.95999999999,66.66666666666666,2019-09-15,Morning
